iter	Logloss
0	0.5284254156
1	0.4076658285
2	0.344945554
3	0.276697997
4	0.2464080855
5	0.2004011202
6	0.1726375254
7	0.1603758801
8	0.1205279846
9	0.1014528359
10	0.07981386255
11	0.0744962238
12	0.07067406717
13	0.05838285791
14	0.05391498156
15	0.05186120309
16	0.04192684221
17	0.04073300675
18	0.03720985843
19	0.03363033926
20	0.03002578735
21	0.02786085985
22	0.02634704976
23	0.02580105193
24	0.02229506491
25	0.02099904834
26	0.01786988243
27	0.01712169721
28	0.01612117924
29	0.01572056106
30	0.01444080052
31	0.01381360847
32	0.01251743094
33	0.01207172381
34	0.01013405456
35	0.009210743663
36	0.008818810811
37	0.008607053392
38	0.008391639213
39	0.008062427985
40	0.007706047936
41	0.007557505923
42	0.007464850668
43	0.007196963231
44	0.006638695928
45	0.005901514872
46	0.005808139521
47	0.005699142309
48	0.005476596148
49	0.005291419371
50	0.005206158722
51	0.005140979692
52	0.00486212833
53	0.004805821313
54	0.004705130022
55	0.004638530768
56	0.004430442816
57	0.00436565288
58	0.004030026136
59	0.003965662206
60	0.003656529572
61	0.003592769253
62	0.00355010363	063	0.00335817464	064	0.00328348685
65	0.003230054166	66	0.0031965467	0.67	0.0031700368	0.68	0.003138669	0.069	0.003100770	0.070	0.003081071	0.071	0.003015172	0.072	0.00292273	0.0073	0.00281374	0.002668648325
75	0.002629800521
76	0.002608259562
77	0.002584548287
78	0.002530058897
79	0.002500190275
80	0.002466705166881	0.002446963523882	0.002386986309883	0.002211563548484	0.002103957185	85	0.002018962886	86	0.001977332287	87	0.001949514588	88	0.001878667689	89	0.00185222529090	0.001823397099191	0.001801128159292	0.001772845059393	0.001754602236
94	0.001736680039595	0.001721502896	96	0.001700102297	97	0.001595302362
98	0.001571621197
99	0.001547986785
100	0.001529963057
101	0.001480277745
102	0.001461785729
103	0.001412816543
104	0.001340679266
105	0.001340721934
106	0.001315917785
107	0.001315897108	108	0.001288234911
109	0.001262411876
110	0.001262370797
111	0.001247122604
112	0.001247103388
113	0.001247103388
114	0.001231028314
115	0.001215009829
116	0.001215017924
117	0.001191531942
118	0.001191531942
119	0.001191534136
120	0.00114540494
121	0.001107010445
122	0.001107010445
123	0.001107010445
124	0.001091915372
125	0.001066680912
126	0.001066628939
127	0.001066638471
128	0.001055682795
129	0.001055682795
130	0.001055620457
131	0.001055624316
132	0.00105561781
133	0.001055555245
134	0.001055542006
135	0.001043512595
136	0.001043464934
137	0.00104351494
138	0.001043413339
139	0.001043364014
140	140	0.001018865141	0.0010433640142142	0.0010433684143143	0.001043345252
144	0.001043362803
145	0.0010433518146146	0.001043387315
147	0.0010433387148148	148	0.001018149149	0.0010088982150150	0.0010088982151151	151	0.001018898152	152	0.001018898153	153	0.001018154154	154	0.001018155155	155	0.001018156156	156	0.00101157	157	157	0.00101158	158	158	0.001018795159	159	0.001018795160	160	0.00101161	161	161	0.001018795162	162	0.00101163	163	163	0.001018795164	164	0.00101165	165	165	0.00101166	166	166	0.00101167	167	167	0.00101168	168	168	0.00101169	0.00169	0.00101170	0.00170	0.00101171	171	171	0.00101172	0.001077693101
173	0.001077693101
174	0.001077693101
175	0.001077693101
176	0.001077693101
177	0.001077693101
178	0.001077693101
179	0.001077693101
180	0.001077693101
181	0.001077693101
182	0.001077693101
183	0.001077693101
184	0.001077693101
185	0.001077693101
186	0.001077693101
187	0.001077693101
188	0.001077693101
189	0.001077693101
190	0.001077693101
191	0.001077693101
192	0.001077693101
193	0.001077693101
194	0.001077693101
195	0.001077693101
196	196	0.001008749197	0.001077693101
198	0.001077693101
199	199	0.001008749200	0.001077693101
201	201201	0.001018202	0.0202	0.001018203	0.0203	0.001018204	0.0204	0.001018205	205205	0.001018206	206206	0.001018207	0.0207	0.001018208	208208	0.001018209	209209	0.001018210	210210	0.001018211	211211	0.001018212	212212	0.001018213	0.0213	0.001018214	0.0214	0.001018215	0.0215	0.001018711298
216	0.001018217	0.0217	0.001018711298
218	0.001018711298
219	0.0010187112220220	0.0010187112221221	0.0010187112222222	0.001018711298
223	0.0010187112224224	0.0010187112225225	0.001018226	226226	0.001018711298
227	0.001018711298
228	0.001018229	229229	0.001018230	0.0230	0.001018711298
231	0.001018711298
232	0.001018711298
233	0.001018711298
234	0.00101235	0.00235	0.00101236	0.00236	0.00101237	0.00237	0.00101238	0.00238	0.00101239	0.00239	0.00101240	0.00240	0.001012241	0.0241	0.00101242	0.00242	0.001012243	0.0243	0.001012244	244244	0.00101245	0245245	0.001012246	0.0246	0.001018247	0.0247	0.001018248	0.0248	0.001018249	0.0249	0.001018250	250250	0.001018251	0.0251	0.001018252	0.0252	0.001018253	0.0253	0.001018254	0.0254	0.001018255	0.0255	0.001012256	256256	0.001018257	257257	0.001018258	258258	0.001018259	259259	0.001012260	0.0260	0.001018261	0.0261	0.001018262	0.0262	0.001018263	0.0263	0.001018264	0.0264	0.001018265	0.0265	0.001018266	0.0266	0.001018267	0.0267	0.001018268	0.0268	0.001012269	0.0269	0.001018270	0.0270	0.001018271	0.0271	0.001018272	0.0272	0.001018711298
273	0.001018274	0.0274	0.001018275	0.0275	0.001018276	0.0276	0.00277	277	0.0277	0.00278	0.00115278	0.00279	0.00115279	0.00280	0.00115280	0.00281	0.001152914513
282	0.001152914513
283	0.001152914513
284	0.001152914513
285	0.001152914513
286	0.001152914513
287	0.001152914513
288	0.001152914513
289	0.001152914513
290	0.00115290	0.00291	0.00115291	0.00292	0.00115292	0.001018711298
293	0.001018711298
294	0.001018711298
295	0.001018711298
296	0.001018711298
297	0.001018711298
298	0.001018711298
299	0.001018711298
300	0.001018711298
301	0.001018711298
302	0.001018711298
303	0.001018711298
304	0.001018711298
305	0.001018711298
306	0.001018711298
307	0.001018711298
308	0.001018711298
309	0.001018711298
310	0.001018711298
311	0.001018711298
312	0.001018711298
313	0.001018711298
314	0.001018711298
315	0.001018711298
316	0.001018711298
317	0.001018711298
318	0.001018711298
319	0.001018711298
320	0.001018711298
321	0.001018711298
322	0.001018711298
323	0.001018711298
324	0.001018711298
325	0.001018711298
326	0.001018711298
327	0.001018711298
328	0.001018711298
329	0.001018711298
330	0.001018711298
331	0.001018711298
332	0.001018711298
333	0.001018711298
334	0.001018711298
335	0.001018711298
336	0.001018711298
337	0.001018711298
338	0.001018711298
339	0.001018711298
340	0.001018711298
341	0.001018711298
342	0.001018711298
343	0.001018711298
344	0.001018711298
345	0.001018711298
346	0.001018711298
347	0.001018711298
348	0.001018711298
349	0.001018711298
350	0.001018711298
351	0.001018711298
352	0.001018711298
353	0.001018711298
354	0.001018711298
355	0.001018711298
356	0.001018711298
357	0.001018711298
358	0.001018711298
359	0.001018711298
360	0.001018711298
361	0.001018711298
362	0.001018711298
363	0.001018711298
364	0.001018711298
365	0.001018711298
366	0.001018711298
367	0.001018711298
368	0.001018711298
369	0.001018711298
370	0.001018711298
371	0.001018711298
372	0.001018711298
373	0.001018711298
374	0.001018711298
375	0.001018711298
376	0.001018711298
377	0.001018711298
378	0.001018711298
379	0.001018711298
380	0.001018711298
381	0.001018711298
382	0.001018711298
383	0.001018711298
384	0.001018711298
385	0.001018711298
386	0.001018711298
387	0.001018711298
388	0.001018711298
389	0.001018711298
390	0.001018711298
391	0.001018711298
392	0.001018711298
393	0.001018711298
394	0.001018711298
395	0.001018711298
396	0.001018711298
397	0.001018711298
398	0.001018711298
399	0.001018711298
400	0.001018711298
401	0.001018711298
402	0.001018711298
403	0.001018711298
404	0.001018711298
405	0.001018711298
406	0.001018711298
407	0.001018711298
408	0.001018711298
409	0.001018711298
410	0.001018711298
411	0.001018711298
412	0.001018711298
413	0.001018711298
414	0.001018711298
415	0.001018711298
416	0.001018711298
417	0.001018711298
418	0.001018711298
419	0.001018711298
420	0.001018711298
421	0.001018711298
422	0.001018711298
423	0.001018711298
424	0.001018711298
425	0.001018711298
426	0.001018711298
427	0.001018711298
428	0.001018711298
429	0.001018711298
430	0.001018711298
431	0.001018711298
432	0.001018711298
433	0.001018711298
434	0.001018711298
435	0.001018711298
436	0.001018711298
437	0.001018711298
438	0.001018711298
439	0.001018711298
440	0.001018711298
441	0.001018711298
442	0.001018711298
443	0.001018711298
444	0.001018711298
445	0.001018711298
446	0.001018711298
447	0.001018711298
448	0.001018711298
449	0.001018711298
450	0.001018711298
451	0.001018711298
452	0.001018711298
453	0.001018711298
454	0.001018711298
455	0.001018711298
456	0.001018711298
457	0.001018711298
458	0.001018711298
459	0.001018711298
460	0.001018711298
461	0.001018711298
462	0.001018711298
463	0.001018711298
464	0.001018711298
465	0.001018711298
466	0.001018711298
467	0.001018711298
468	0.001018711298
469	0.001018711298
470	0.001018711298
471	0.001018711298
472	0.001018711298
473	0.001018711298
474	0.001018711298
475	0.001018711298
476	0.001018711298
477	0.001018711298
478	0.001018711298
479	0.001018711298
480	0.001018711298
481	0.001018711298
482	0.001018711298
483	0.001018711298
484	0.001018711298
485	0.001018711298
486	0.001018711298
487	0.001018711298
488	0.001018711298
489	0.001018711298
490	0.001018711298
491	0.001018711298
492	0.001018711298
493	0.001018711298
494	0.001018711298
495	0.001018711298
496	0.001018711298
497	0.001018711298
498	0.001018711298
499	0.001018711298
500	0.001018711298
501	0.001018711298
502	0.001018711298
503	0.001018711298
504	0.001018711298
505	0.001018711298
506	0.001018711298
507	0.001018711298
508	0.001018711298
509	0.001018711298
510	0.001018711298
511	0.001018711298
512	0.001018711298
513	0.001018711298
514	0.001018711298
515	0.001018711298
516	0.001018711298
517	0.001018711298
518	0.001018711298
519	0.001018711298
520	0.001018711298
521	0.001018711298
522	0.001018711298
523	0.001018711298
524	0.001018711298
525	0.001018711298
526	0.001018711298
527	0.001018711298
528	0.001018711298
529	0.001018711298
530	0.001018711298
531	0.001018711298
532	0.001018711298
533	0.001018711298
534	0.001018711298
535	0.001018711298
536	0.001018711298
537	0.001018711298
538	0.001018711298
539	0.001018711298
540	0.001018711298
541	0.001018711298
542	0.001018711298
543	0.001018711298
544	0.001018711298
545	0.001018711298
546	0.001018711298
547	0.001018711298
548	0.001018711298
549	0.001018711298
550	0.001018711298
551	0.001018711298
552	0.001018711298
553	0.001018711298
554	0.001018711298
555	0.001018711298
556	0.001018711298
557	0.001018711298
558	0.001018711298
559	0.001018711298
560	0.001018711298
561	0.001018711298
562	0.001018711298
563	0.001018711298
564	0.001018711298
565	0.001018711298
566	0.001018711298
567	0.001018711298
568	0.001018711298
569	0.001018711298
570	0.001018711298
571	0.001018711298
572	0.001018711298
573	0.001018711298
574	0.001018711298
575	0.001018711298
576	0.001018711298
577	0.001018711298
578	0.001018711298
579	0.001018711298
580	0.001018711298
581	0.001018711298
582	0.001018711298
583	0.001018711298
584	0.001018711298
585	0.001018711298
586	0.001018711298
587	0.001018711298
588	0.001018711298
589	0.001018711298
590	0.001018711298
591	0.001018711298
592	0.001018711298
593	0.001018711298
594	0.001018711298
595	0.001018711298
596	0.001018711298
597	0.001018711298
598	0.001018711298
599	0.001018711298
600	0.001018711298
601	0.001018711298
602	0.001018711298
603	0.001018711298
604	0.001018711298
605	0.001018711298
606	0.001018711298
607	0.001018711298
608	0.001018711298
609	0.001018711298
610	0.001018711298
611	0.001018711298
612	0.001018711298
613	0.001018711298
614	0.001018711298
615	0.001018711298
616	0.001018711298
617	0.001018711298
618	0.001018711298
619	0.001018711298
620	0.001018711298
621	0.001018711298
622	0.001018711298
623	0.001018711298
624	0.001018711298
625	0.001018711298
626	0.001018711298
627	0.001018711298
628	0.001018711298
629	0.001018711298
630	0.001018711298
631	0.001018711298
632	0.001018711298
633	0.001018711298
634	0.001018711298
635	0.001018711298
636	0.001018711298
637	0.001018711298
638	0.001018711298
639	0.001018711298
640	0.001018711298
641	0.001018711298
642	0.001018711298
643	0.001018711298
644	0.001018711298
645	0.001018711298
646	0.001018711298
647	0.001018711298
648	0.001018711298
649	0.001018711298
650	0.001018711298
651	0.001018711298
652	0.001018711298
653	0.001018711298
654	0.001018711298
655	0.001018711298
656	0.001018711298
657	0.001018711298
658	0.001018711298
659	0.001018711298
660	0.001018711298
661	0.001018711298
662	0.001018711298
663	0.001018711298
664	0.001018711298
665	0.001018711298
666	0.001018711298
667	0.001018711298
668	0.001018711298
669	0.001018711298
670	0.001018711298
671	0.001018711298
672	0.001018711298
673	0.001018711298
674	0.001018711298
675	0.001018711298
676	0.001018711298
677	0.001018711298
678	0.001018711298
679	0.001018711298
680	0.001018711298
681	0.001018711298
682	0.001018711298
683	0.001018711298
684	0.001018711298
685	0.001018711298
686	0.001018711298
687	0.001018711298
688	0.001018711298
689	0.001018711298
690	0.001018711298
691	0.001018711298
692	0.001018711298
693	0.001018711298
694	0.001018711298
695	0.001018711298
696	0.001018711298
697	0.001018711298
698	0.001018711298
699	0.001018711298
700	0.001018711298
701	0.001018711298
702	0.001018711298
703	0.001018711298
704	0.001018711298
705	0.001018711298
706	0.001018711298
707	0.001018711298
708	0.001018711298
709	0.001018711298
710	0.001018711298
711	0.001018711298
712	0.001018711298
713	0.001018711298
714	0.001018711298
715	0.001018711298
716	0.001018711298
717	0.001018711298
718	0.001018711298
719	0.001018711298
720	0.001018711298
721	0.001018711298
722	0.001018711298
723	0.001018711298
724	0.001018711298
725	0.001018711298
726	0.001018711298
727	0.001018711298
